Erlotinib	Rapamycin	Sunitinib	PHA-665752	MG-132	Paclitaxel	Cyclopamine	AZ628	Sorafenib	Tozasertib	Imatinib	NVP-TAE684	Crizotinib	Saracatinib	S-Trityl-L-cysteine	Z-LLNle-CHO	Dasatinib	GNF-2	CGP-60474	CGP-082996	A-770041	WH-4-023	WZ-1-84	BI-2536	BMS-536924___62	BMS-536924___1091	BMS-509744	CMK	Pyrimethamine	JW-7-52-1	A-443654	GW843682X	Entinostat	Parthenolide	GSK319347A	TGX221	Bortezomib	XMD8-85	Seliciclib	Salubrinal	Lapatinib	GSK269962A___127	GSK269962A___1192	Doxorubicin___133	Doxorubicin___1386	Etoposide	Gemcitabine___135	Gemcitabine___1393	Mitomycin-C	Vinorelbine	NSC-87877	Bicalutamide___150	Bicalutamide___1502	QS11	CP466722	Midostaurin	CHIR-99021___154	CHIR-99021___1241	Ponatinib	AZD6482___156	AZD6482___1066	JNK-9L	PF-562271	HG6-64-1	JQ1___163	JQ1___1218	JQ12	DMOG	FTI-277	OSU-03012	Shikonin	AKT inhibitor VIII___171	AKT inhibitor VIII___228	Embelin	FH535	PAC-1	IPA-3	GSK650394	BAY-61-3606	5-Fluorouracil	Thapsigargin	Obatoclax Mesylate	BMS-754807	Linsitinib	Bexarotene	Bleomycin	LFM-A13	GW-2580	Luminespib	Phenformin	Bryostatin 1	Pazopanib	Dacinostat	Epothilone B	GSK1904529A	BMS-345541	Tipifarnib	Avagacestat___205	Avagacestat___1072	Ruxolitinib	AS601245	Ispinesib Mesylate	TL-2-105	AT-7519	TAK-715	BX-912	ZSTK474	AS605240	Genentech Cpd 10	GSK1070916	Enzastaurin	GSK429286A	FMK	QL-XII-47	IC-87114	Idelalisib	UNC0638___245	UNC0638___1236	Cabozantinib	WZ3105	XMD14-99	Quizartinib	CP724714	JW-7-24-1	NPK76-II-72-1	STF-62247	NG-25	TL-1-85	VX-11e	FR-180204	ACY-1215	Tubastatin A	Zibotentan	Sepantronium bromide	NSC-207895	VNLG/124	AR-42	CUDC-101	Belinostat	I-BET-762	CAY10603	Linifanib	BIX02189	Alectinib	Pelitinib	Omipalisib	JNJ38877605	SU11274	KIN001-236	KIN001-244	WHI-P97	KIN001-042	KIN001-260	KIN001-266	Masitinib	Amuvatinib	MPS-1-IN-1	NVP-BHG712	OSI-930	OSI-027	CX-5461	PHA-793887	PI-103	PIK-93	SB52334	TPCA-1	Fedratinib	Foretinib	Y-39983	YM201636	Tivozanib	WYE-125132	GSK690693	SNX-2112	QL-XI-92	XMD13-2	QL-X-138	XMD15-27	T0901317	Selisistat	Tenovin-6	THZ-2-49	KIN001-270	THZ-2-102-1	AT7867	CI-1033	PF-00299804	TWS119	Torin 2	Pilaralisib	GSK1059615	Voxtalisib	Brivanib, BMS-540215	BIBF-1120	AST-1306	Apitolisib	LIMK1 inhibitor BMS4	kb NB 142-70	Sphingosine Kinase 1 Inhibitor II	eEF2K Inhibitor, A-484954	MetAP2 Inhibitor, A832234	Venotoclax	CPI-613	CAY10566	Ara-G	Pemetrexed	Alisertib	Flavopiridol	C-75	CAP-232, TT-232, TLN-232	Trichostatin A	Panobinostat	LCL161	IMD-0354	MIM1	ETP-45835	CD532	NSC319726	ARRY-520	SB505124___476	SB505124___1194	A-83-01	LDN-193189	FTY-720	BAM7	AGI-6780	Kobe2602	LGK974	Wnt-C59	RU-SKI 43	AICA Ribonucleotide	Vinblastine	Cisplatin___1005	Cisplatin___1496	Cytarabine	Docetaxel	Methotrexate	Tretinoin	Gefitinib	Navitoclax	Vorinostat	Nilotinib	Refametinib___1014	Refametinib___1526	CI-1040	Temsirolimus	Olaparib___1017	Olaparib___1495	Veliparib	Bosutinib	Lenalidomide	Axitinib	AZD7762___1022	AZD7762___1402	GW441756	Lestaurtinib	SB216763	Tanespimycin	VX-702	Motesanib	KU-55933	Elesclomol	Afatinib___1032	Afatinib___1377	Vismodegib	PLX-4720___1036	PLX-4720___1371	BX795	NU7441	SL0101	Doramapimod	JNK Inhibitor VIII	Wee1 Inhibitor	Nutlin-3a (-)	Mirin	PD173074	ZM447439	RO-3306	MK-2206	Palbociclib	Dactolisib	Pictilisib___1058	Pictilisib___1527	AZD8055	PD0325901	SB590885	Selumetinib___1062	Selumetinib___1498	CCT007093	EHT-1864	Cetuximab	PF-4708671	Serdemetan	AZD4547___1135	AZD4547___1497	Capivasertib	HG-5-113-01	HG-5-88-01	TW 37	XMD11-85h	ZG-10	XMD8-92	QL-VIII-58	CCT-018159	Rucaparib	AZ20	KU-60019	Tamoxifen	QL-XII-61	PFI-1	IOX2	YK-4-279	(5Z)-7-Oxozeaenol	Piperlongumine	Daporinad	Talazoparib	rTRAIL	UNC1215	UNC0642	SGC0946	ICL1100013	XAV939	Trametinib	Dabrafenib	Temozolomide	Bleomycin (50 uM)	AZD3514	Bleomycin (10 uM)	AZD6738	AZD5438	AZD6094	Dyrk1b_0191	AZD4877	EphB4_9721	Fulvestrant	AZD8931	FEN1_3940	FGFR_0939	FGFR_3831	BPTES	AZD7969	AZD5582	IAP_5620	IAP_7638	IGFR_3801	AZD1480	JAK1_3715	JAK3_7406	MCT1_6447	MCT4_1422	AZD2014	AZD8186	AZD8835	PI3Ka_4409	AZD1208	PLK_6522	RAF_9304	PARP_9495	PARP_0108	PARP_9482	TANK_1366	AZD1332	TTK_3146	SN-38___1490	SN-38___1494	Pevonedistat	PFI-3
683665	2.395685	-0.658244	2.161095	2.613997	0.530615	-3.647573	4.296779	2.055377	3.440293	0.701282	2.804463	2.70518	2.811917	2.769086	0.307344	-0.28732	0.478088	2.354893	-2.917538	2.046541	0.740851	2.428441	4.320268	-1.865449	1.769105	2.627968	3.374425	0.723491	5.060123	-0.898918	0.226058	-3.038978	2.767771	2.81543	3.718196	4.405962	-3.824566	1.125599	3.625411	3.207804	2.630854	3.034968	1.276929	-3.034484	-2.445494	-0.708251	-4.403093	-3.370827	-1.591922	-4.543738	4.864896	1.856628	4.034618	2.344559	0.359195	0.383801	2.328066	2.426228	-0.400156	1.460815	1.090457	-0.942226	1.708198	0.513299	-0.845319	1.724074	-0.079484	6.207282	1.083083	0.760896	-0.236202	1.490149	-0.414834	1.493016	1.963755	0.171475	1.708633	2.935412	0.122023	0.14868	-3.59049	-2.183375	0.454238	2.000165	2.301261	0.477547	3.89546	4.666306	-3.633933	7.892899	-3.14955	3.042828	-3.69397	-4.926972	2.035253	1.22983	0.907588	3.407265	2.729204	3.461662	1.457358	-3.715582	2.102296	-0.547065	2.616476	1.283878	-2.337954	0.547233	0.27267	0.464974	1.158477	4.04983	3.645058	-0.583016	4.294823	1.357209	1.572156	2.2557	1.622871	-0.048695	3.117131	1.295676	4.23926	-0.236669	-0.470794	2.810385	1.250145	1.766463	1.842958	3.654983	1.524662	2.637667	4.990887	-4.39147	3.192437	2.783157	-2.144127	-1.49936	-1.427053	0.524437	-1.100679	2.088794	2.527235	3.661695	-0.940351	-5.358511	4.488753	4.247945	3.062984	1.215075	2.941467	4.341036	2.79401	2.538949	2.471232	4.230215	2.367471	0.620785	2.568532	-2.061988	0.21582	0.877423	-2.360081	-1.076849	3.99137	0.532065	-0.614833	-1.201041	2.535124	0.740599	-0.812826	1.0456	1.290766	-3.634991	1.391535	1.634653	-0.146809	3.293944	3.569688	5.050025	1.801355	-0.282487	4.006232	-4.218347	5.10835	4.983418	2.599311	3.019138	0.416082	3.025269	-0.088912	3.333436	3.219067	3.943252	2.290131	0.591076	4.677879	1.829614	3.05878	5.114505	2.324937	0.723512	5.256476	2.855803	4.708682	3.339752	3.047761	-1.753149	5.076206	3.248668	-0.577154	-2.547203	3.344627	-0.195596	4.52325	5.114505	0.809923	-0.353409	-1.24919	4.691888	3.91225	4.364651	1.304063	2.627143	5.03418	0.85116	3.373937	1.430621	1.561414	4.573638	5.238314	-5.121268	2.796388	1.612677	-2.950717	-4.921567	-2.601929	3.890763	1.402062	-3.766893	-0.102678	2.34267	1.068284	2.010405	2.3909	-3.95797	3.72821	4.139785	3.72821	0.550365	3.72821	0.398149	-1.80511	-2.088799	2.811057	-2.081527	4.421357	0.536566	2.81192	1.926736	2.539501	-3.983764	1.425625	3.672109	4.3735	3.249612	3.847825	0.98738	1.022065	3.118246	4.42103	3.559017	1.430963	2.311858	2.406878	1.120114	0.750629	3.233541	-1.528955	0.669592	-4.02742	-0.219956	1.015336	-1.930237	-1.196096	2.010243	1.490843	2.983961	3.069259	3.759067	6.231136	3.558376	2.760488	1.838238	2.043632	-1.279931	-0.147338	3.377607	-1.772175	2.42327	0.31822	1.77124	-3.292038	1.761675	2.449922	-0.616687	2.448871	2.942274	1.388347	1.379482	-0.282493	NA	-0.07493	1.107082	-6.783941	1.641866	-1.30877	1.687739	1.351476	1.178001	1.494409	2.921713	0.908842	2.542185	4.827838	4.052374	3.275006	4.079874	-0.009017	0.140349	2.448981	2.98506	-4.860604	3.221462	3.163103	1.451483	1.518494	2.750162	0.402934	3.777378	1.536113	-2.599776	1.578488	2.683513	-2.27636	0.489889	4.340575	2.128782	2.329948	3.690407	-1.779945	2.34295	2.135851	-0.023758	2.042234	-5.216813	1.411348	2.059279	-0.855948	-1.21862	2.91404	2.534821	2.175078	-3.707824	-4.427215	NA	NA
684055	3.140923	-0.067752	3.043634	2.935678	1.296998	-0.356496	4.887534	2.07047	2.047231	2.686398	1.52861	2.196926	3.021074	1.733505	3.243019	2.583687	1.655557	1.333112	-0.836119	1.935125	3.235507	3.781645	3.411403	0.151733	2.00664	0.302018	2.092826	2.813636	3.705968	0.824749	0.490297	0.119724	2.670265	4.085586	2.717857	3.966244	-3.875904	4.531921	3.364584	3.616751	3.04192	2.752971	0.795993	-2.938496	-4.139963	-0.365071	-3.015585	-4.75817	-3.428527	-4.040458	3.817909	2.464673	4.19946	1.714809	1.625033	0.144453	3.158008	1.834523	0.527883	2.868734	2.525563	-0.099187	2.830019	1.075835	-0.01258	2.301132	1.749844	6.368911	2.150824	1.644827	-0.488248	2.109832	1.107095	2.584401	2.04162	1.092548	2.290081	3.571154	1.045787	3.175904	-4.664298	-1.722846	-1.900668	-0.20045	3.670004	0.311247	4.506155	4.540123	-3.224268	7.697805	-2.573848	3.911091	-2.467159	-4.618861	0.897856	2.550033	1.974804	4.555793	1.920793	2.991664	2.030162	-4.129605	1.483317	-0.549091	3.756325	0.454869	0.230535	3.767936	-0.015566	NA	2.72251	4.022388	4.437899	0.992719	5.051894	4.235443	2.48498	1.82526	2.953628	-2.274414	2.835085	-0.410265	2.628355	-0.109593	1.185233	4.730572	2.74365	2.978538	3.064147	4.462276	0.941285	4.949436	5.340851	-6.087176	4.935918	4.358416	-1.437912	-1.084297	-0.754613	2.510137	-0.31671	2.346004	3.34922	2.025554	-0.3554	-4.535183	3.730223	1.985828	3.586423	2.629781	3.42715	4.499266	3.816029	2.571937	2.999505	1.942063	2.333608	3.046722	3.358472	-0.587456	2.731001	0.319686	-0.879047	1.210519	1.617169	1.7066	0.707257	0.021392	3.526906	0.464543	0.029905	-2.358018	-0.39267	-2.107616	3.111278	2.27086	-0.435768	3.761684	4.490485	5.225783	1.463916	0.101248	3.82347	-4.214161	0.956468	1.32855	1.272591	2.907056	-3.039516	2.775995	-0.738351	3.933319	3.935962	1.435109	1.251	-1.053836	4.447639	1.750077	3.409846	5.465655	2.882447	0.802582	4.420945	2.195549	4.649286	-0.232422	-1.242944	-1.821188	2.708935	2.195813	-2.623303	-3.789067	3.430692	-0.235897	2.40639	4.787591	-0.63332	-6.980742	-5.312067	0.758313	3.9753	4.044235	0.350572	2.209934	3.574861	0.645975	3.331499	1.921181	2.13367	2.917644	6.848928	-5.748883	-0.338925	-0.568776	-1.567801	-5.578936	-1.990975	2.070769	1.414756	0.756992	0.499575	2.337089	3.458609	3.119137	2.074424	-3.28958	1.989862	1.613827	3.663793	2.232441	2.660409	1.238967	-2.305231	-1.869884	2.490041	-2.592474	2.671798	-0.545191	2.939242	1.632717	3.056505	-5.050927	1.101805	2.296563	4.056869	3.580523	3.326902	0.969704	2.630385	4.143681	4.307278	2.80575	1.682453	1.768942	4.507538	2.851807	-0.748054	1.560713	0.246447	-1.08697	-3.62257	2.024658	0.807811	0.037463	1.108862	4.066668	-0.087869	3.225617	3.718632	3.41543	4.887626	2.435569	2.171317	2.05891	1.439905	4.034212	0.270686	1.242689	-0.85593	2.425993	0.421877	2.407921	-2.670083	2.428142	1.414178	0.704261	2.723282	3.531003	4.663016	1.177439	0.046559	1.077555	1.514439	1.434769	-5.456046	-2.188143	-0.37838	2.32833	-0.566768	1.615989	-0.010079	3.970205	0.798676	1.785696	5.427792	0.575598	2.087365	0.754005	0.763741	0.444676	2.898182	2.473126	-4.781263	2.654472	3.4101	0.875914	1.238834	1.902016	0.68871	3.621361	0.798654	1.681286	4.628371	4.349937	-1.811975	1.38013	4.270003	1.904798	3.93955	3.991087	-0.805283	1.854924	1.782738	1.837127	3.226848	-3.822742	2.861208	0.308294	-4.004873	-5.399469	3.098112	1.433809	1.974238	-6.371185	-6.853444	-0.561027	4.663353
684057	3.968757	0.586881	3.774145	2.696152	0.9308	0.680364	5.695762	2.666071	3.438754	3.723778	3.142681	1.658794	3.561704	3.510122	4.75771	3.463109	3.389111	2.872436	1.068246	4.253888	4.757585	4.468116	5.126826	1.536608	3.989086	0.092904	2.926264	3.995473	5.470031	1.900548	2.451894	1.173365	2.948886	4.288271	4.451263	5.017582	-4.372746	3.15087	5.934107	5.800924	3.595208	1.872092	2.523225	-1.484649	-2.200432	3.642001	0.356764	-4.184736	-0.643537	-2.120043	5.550701	2.029633	4.513657	3.264987	1.386708	-0.145254	4.06335	3.348171	0.845078	3.224871	2.525555	1.103585	2.007836	1.332246	1.035852	2.04652	1.718827	7.590715	2.224712	1.455912	0.924706	1.881711	-0.460955	3.521904	3.226494	1.38496	2.932068	5.750239	1.890613	1.940282	NA	-0.627903	NA	NA	5.151654	0.875718	4.44734	5.18299	-1.9393	5.278044	-1.660477	3.589773	NA	-2.208039	2.842222	1.553961	2.039845	5.141385	2.246682	3.607257	2.413682	-4.070099	1.459486	-1.374473	1.935449	-0.807714	-1.929786	1.87004	-0.769975	-2.202069	1.194675	3.968265	5.171563	-0.009419	4.78062	2.449154	0.853707	0.846981	1.008103	-1.907391	2.845563	1.078906	4.479894	-1.037331	-0.639402	3.099239	1.2802	1.484673	2.006713	3.024813	0.956118	1.586502	5.350401	-5.880019	3.334384	2.58829	-3.186966	-2.716973	-2.665909	2.261238	-1.998995	2.656859	3.121229	1.281649	0.917766	-7.027972	4.139227	1.965132	3.045571	2.444643	3.182706	4.372424	2.961933	2.686909	2.151231	3.698225	0.901657	2.169141	1.811242	-2.332525	0.650389	1.287043	-2.023604	-0.667883	2.394754	0.57496	-0.417598	-1.637241	3.359132	-0.095919	0.465686	-2.606555	-1.772623	-2.776115	2.553057	0.985311	-0.841135	5.20069	4.448502	5.447364	1.700314	-0.951072	4.229131	-5.479284	1.924193	0.947464	1.887101	1.902811	-3.405588	3.097114	-1.957829	3.691099	4.626922	0.769889	0.679998	-2.125101	4.818573	0.681978	2.101318	5.741996	NA	0.680473	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.932584	-0.33043	2.935033	5.066554	-1.040515	-4.114682	NA	2.242213	4.2883	5.02133	-0.334516	NA	NA	NA	NA	2.867538	1.557448	NA	8.181308	-5.302185	1.139384	1.149548	-1.553191	-6.726787	-1.428736	4.590902	2.169723	0.105854	0.176126	2.024066	2.892872	4.227761	3.608783	-3.48804	1.293709	2.349734	3.413997	0.204201	4.237272	0.330456	-1.742269	-0.887012	1.723372	-3.650127	4.068048	0.409645	2.692208	2.568986	3.70205	-4.440346	0.49605	4.148918	3.795888	2.5573	3.454189	1.308933	1.501059	4.664935	4.271118	5.091015	1.662255	4.436174	4.207489	1.994171	1.044413	3.778007	0.557358	0.984926	-2.856502	-1.207279	-0.722439	-0.79108	1.997671	3.915649	3.276488	3.402646	4.391249	3.923104	6.415514	3.40546	3.038215	1.38142	1.672234	2.071858	0.475744	0.674066	-0.80945	3.999169	0.51851	2.508302	-2.656054	2.930306	1.72253	1.239267	3.363832	3.832824	3.788175	1.177569	0.120024	0.64363	1.333838	2.034148	-4.439794	0.233965	-2.177058	2.641762	1.989494	2.037105	1.675584	4.110286	2.261825	2.17441	5.921518	1.760459	2.962206	1.203384	2.233301	1.34892	3.157662	1.711563	-4.181278	2.949932	3.842591	1.789786	2.24151	2.407339	1.180959	4.291381	1.292513	1.603666	3.540302	3.206802	-2.255241	1.570419	3.407281	4.009603	3.404329	4.948663	-0.899697	1.764062	1.030335	1.121804	2.445114	-3.984758	3.570833	1.113985	-0.788066	-0.972553	3.57031	1.578048	2.40207	-4.670019	-6.221129	-0.543266	4.788334
684059	2.692768	-0.025451	2.991234	2.491081	0.55069	0.075821	4.998695	2.392732	3.287412	2.983166	2.343982	3.12841	2.995962	3.19092	3.361767	2.001134	1.013513	1.350385	-1.481231	2.604148	2.958747	2.672959	3.211754	0.295874	2.970051	2.069859	2.985886	2.022408	3.431526	0.282637	0.781141	0.04715	1.694063	3.96733	4.190802	3.067628	NA	2.894166	4.365734	3.745604	2.13189	1.874094	0.652532	-3.494282	-4.756369	-0.264302	-4.239978	-5.271965	-3.878977	-5.161123	3.66007	2.014884	4.127813	2.270403	0.853789	-0.785984	3.183441	3.244442	-0.340342	-0.52801	0.05775	-0.410733	3.437084	0.190658	0.612163	2.238274	2.193758	6.118586	1.951447	2.179268	-0.661042	0.066389	-0.483393	1.850472	2.38681	0.923819	3.036389	5.12395	0.185983	0.632184	-4.416675	-2.552378	0.9526	1.6448	2.264272	-0.469405	3.283971	5.177271	-3.706729	4.888022	-2.456115	2.250163	-2.382483	-5.01166	0.599	1.381362	0.617657	4.824075	3.17005	2.994968	1.134056	-4.641779	0.049322	-1.282922	2.841287	-1.168836	-2.66482	1.998191	-1.038769	-4.479652	1.265508	2.573047	3.712355	-0.677966	3.571651	0.496028	1.781323	1.992252	-0.257852	-2.610176	2.094244	-0.0423	3.273452	-0.915546	-0.315735	3.229032	1.077269	1.670064	1.247609	4.180046	0.245598	2.311773	4.501843	-5.792551	3.759545	1.094099	-2.250198	-2.848033	-2.168757	1.999123	-1.746992	1.595672	2.435186	1.088597	-0.976889	-5.59937	3.078114	1.607105	3.087644	0.824526	3.050951	4.565994	2.444451	2.047351	0.989595	2.498366	2.092398	1.983081	2.389364	-1.698567	-0.806475	-1.330402	-1.542356	-0.419038	2.355251	1.052432	0.047605	-2.775241	2.306725	-1.527355	-1.538034	-2.984627	2.160313	-3.843039	2.283307	0.462811	-1.248223	3.392175	3.765578	4.243881	0.778595	-1.903969	3.326249	-5.755913	0.647856	0.419205	0.276222	1.114836	-3.462003	3.500154	-1.640076	4.688773	3.061872	0.165397	0.804481	-2.138486	4.330856	0.865522	3.006369	5.116843	0.440362	0.580967	5.459773	1.505512	4.004791	-0.99598	NA	-2.633005	2.789565	3.248561	-3.026588	-3.575272	3.775242	0.028313	2.939507	4.702858	-0.775	-6.495652	-6.058861	0.868487	3.497414	3.126231	-0.350347	1.31013	2.512702	1.456062	3.062445	2.19863	1.420886	3.11253	7.439478	-5.348281	0.981351	-1.223112	-0.124603	-7.829768	-2.727243	2.547532	1.833958	0.722291	0.908884	2.399478	3.838642	3.304629	2.787708	-2.777036	1.673282	0.591646	3.849633	1.520239	4.263519	0.95593	-2.020025	-2.935719	2.498264	-2.184937	4.398975	0.581056	3.194409	2.183949	2.796864	-4.832658	1.255062	2.060876	3.649114	4.387823	3.329529	0.408276	1.594242	4.982648	4.15734	4.68746	1.250049	4.322345	3.681502	3.523575	0.093385	3.257263	2.272608	-0.238613	-3.410347	-0.1128	-1.42435	-0.77153	1.502958	3.74054	4.202892	3.07188	3.997747	2.261101	5.918591	3.79826	1.989252	2.181812	1.415041	2.369856	-0.227157	3.639615	-1.794021	NA	0.129751	3.305818	-3.520093	2.043344	1.170911	-0.235878	2.008156	2.444704	2.318003	2.153987	0.05696	0.279327	1.349905	0.204983	-7.009454	-3.446739	-4.307567	2.282332	0.769594	1.614484	-1.1202	2.897919	0.751006	1.688512	5.76224	-2.110681	2.722509	-1.938651	-0.254027	-0.855487	2.660429	1.952148	-5.29086	2.512207	2.142568	0.73859	0.692182	0.713154	-0.400862	2.323201	0.091916	0.874312	3.618871	2.802696	-1.559943	0.840368	3.670928	1.632531	2.12277	3.643176	-1.834468	-0.823744	1.765903	1.087287	3.247514	-5.014246	1.480267	-1.043623	-4.165695	-5.813171	2.331713	1.427684	1.830344	-7.291373	-7.217486	-2.345382	4.653837
684062	2.478678	-2.123159	3.600942	2.775492	0.23202	0.920329	5.71629	1.087535	4.148989	3.892344	2.90755	1.633859	3.892344	3.249357	3.795899	3.911992	3.144469	3.367306	0.383255	3.709831	4.11005	4.578764	5.389289	1.822707	4.074939	-0.712239	2.47113	4.230133	4.980415	1.36403	3.190059	1.803905	2.379368	4.808635	4.394279	5.314289	-2.696608	1.974741	5.426341	4.703697	3.292027	3.376428	2.073874	-1.046103	3.040106	1.412174	-1.425477	-0.645942	-0.789249	-3.271083	4.754056	2.772867	3.270346	3.933169	0.882298	1.223426	4.038878	5.309626	1.132491	2.43919	4.506398	-0.056495	2.405529	0.700011	0.457019	1.497287	3.185421	6.946031	2.642306	2.413684	-0.521903	1.672273	0.257035	4.104584	3.825607	1.53362	3.819025	5.955793	2.048824	5.217426	-2.903346	1.077943	-2.49337	-1.129841	4.169637	1.7422	3.638647	6.194929	-2.799562	6.098797	-2.790497	4.037745	-2.965917	-3.120824	2.677023	2.899498	3.368352	5.525499	1.076467	4.749835	3.994784	-1.880074	3.438024	-0.590848	6.116607	1.625862	-1.578132	1.795631	1.084621	0.45133	6.188481	4.847295	6.043252	1.328939	NA	3.460928	1.851349	1.970649	2.263763	-1.961491	3.027657	1.727195	5.482167	-0.997341	1.612163	5.480064	2.133339	2.226127	4.760064	4.020673	NA	2.731878	5.60673	-5.642969	5.218664	2.226715	-1.742328	-1.467902	-1.206805	4.034778	-0.172062	3.187669	3.540003	-0.1748	1.189679	-6.070871	NA	NA	3.499393	1.996924	3.785647	NA	4.947383	3.116701	3.403328	5.356775	1.91198	4.363891	3.660638	-2.01665	1.961064	1.058493	-1.468584	1.065398	2.068684	1.609021	0.217351	-1.090828	6.186439	1.23821	0.833621	NA	-0.230911	-1.473244	3.191132	2.493731	-0.391631	4.835101	5.503943	5.360707	NA	1.287723	5.166199	-4.034285	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.336452	-0.047211	NA	NA	NA	3.415197	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.455169	-4.767666	1.354477	-0.942395	0.334637	-6.390611	-0.887951	2.548538	0.770412	0.634038	0.632811	2.918825	3.766439	3.739493	3.222942	-4.386372	1.707255	2.778122	4.309577	1.346643	3.80905	1.21362	-0.67609	4.818141	3.129509	-2.025792	4.87234	2.870922	2.208297	3.444456	5.404181	-5.43961	1.259324	2.973649	3.557053	4.788607	2.097305	2.206313	3.10173	4.720228	4.424671	4.987138	2.648297	5.151772	4.928107	3.793827	4.093863	4.802609	1.363893	0.704979	-2.223396	2.082295	-1.140504	0.525651	1.945083	4.782497	4.571698	3.450806	5.055287	5.090471	7.193661	5.155243	3.346601	1.563773	-1.78211	2.03676	0.429255	0.014402	-0.522199	3.340086	1.180585	2.041713	-2.337055	2.014997	0.984818	1.228783	4.82558	2.814029	5.307384	2.348767	0.626842	1.662541	1.661372	1.976119	NA	0.242762	0.432889	2.746468	1.519887	1.010453	1.717732	2.337307	0.318773	2.363294	6.355218	4.725048	1.517344	2.910375	1.98187	2.467932	-1.192634	4.031983	0.56543	4.134943	5.27195	3.564199	2.597077	1.224901	-0.259052	4.513104	5.036122	2.575055	4.883569	4.258961	4.81841	0.885474	2.862503	5.228119	2.79648	2.98844	4.958518	2.103125	5.287228	2.828262	5.309626	1.305508	0.161419	3.923332	1.96167	1.637065	3.785972	-1.634529	1.740755	0.011309	-4.731703	-0.523297	3.448877
